Moisture_Content,pH_Level,Carbon_Content,Nitrogen_Content,Phosphorus_Content,Potassium_Content,Microbial_Activity,Processing_Temperature,Processing_Time,Energy_Consumption,Fertilizer_Quality,Cost,Carbon_Footprint,Seasonal_Availability,Waste_Type_Food Waste,Waste_Type_Garden Waste
53.87,5.57,41.77,2.8,1.44,1.47,190.01,62.97,33.37,182.45,20.46,55.93,1.3,1.0,1.0,0.0
60.09,6.79,58.44,3.14,1.68,1.79,189.74,59.4,54.71,435.27,14.19,77.55,0.61,2.0,0.0,0.0
59.09,8.13,49.6,1.95,0.76,1.9,135.81,69.27,28.53,499.88,7.47,90.34,0.8,2.0,1.0,0.0
50.07,6.4,52.47,2.62,0.82,2.84,94.64,57.05,53.77,228.96,16.12,67.16,1.48,0.0,0.0,1.0
46.9,5.78,56.6,3.07,1.3,2.12,199.57,64.81,48.64,436.93,19.13,84.36,0.59,1.0,0.0,1.0
36.34,7.78,47.21,2.26,0.76,1.09,152.12,55.15,29.47,449.19,8.92,81.77,0.8,1.0,0.0,1.0
49.59,7.32,48.61,3.56,1.45,1.82,111.27,60.18,55.16,498.43,11.74,97.98,0.75,1.0,0.0,1.0
38.13,7.21,48.19,3.31,0.94,1.83,133.98,61.05,45.43,237.09,26.4,59.13,1.36,1.0,0.0,0.0
66.72,5.66,47.49,1.19,1.69,2.93,112.38,56.58,34.42,402.42,13.51,75.34,1.08,1.0,0.0,0.0
40.44,5.92,58.51,2.86,1.71,2.2,183.25,59.44,40.96,191.52,17.53,57.66,1.07,0.0,0.0,0.0
32.93,7.37,56.58,1.71,1.2,2.27,122.37,55.59,47.62,349.92,32.17,71.62,1.12,0.0,0.0,1.0
57.62,6.12,42.18,2.67,0.77,2.43,173.53,50.12,28.39,381.94,12.23,73.23,0.9,0.0,0.0,1.0
59.76,7.01,42.16,3.87,1.47,2.54,176.03,54.31,69.97,396.45,9.32,75.76,0.65,1.0,1.0,0.0
73.6,7.13,48.56,3.64,1.99,2.27,173.65,64.0,55.95,182.87,12.76,57.57,1.25,2.0,1.0,0.0
58.85,6.35,41.97,2.21,1.43,1.47,158.33,65.42,28.92,439.49,15.19,79.13,0.94,2.0,0.0,1.0
47.27,8.35,52.38,1.87,0.55,2.75,178.23,55.6,63.5,268.39,14.42,65.8,1.03,1.0,0.0,1.0
70.15,8.03,42.87,1.7,0.53,2.46,108.08,58.16,39.48,186.55,13.17,63.02,1.73,0.0,0.0,1.0
57.01,7.67,50.45,2.6,0.98,2.48,67.2,50.75,52.65,317.01,16.17,74.42,1.64,2.0,0.0,1.0
33.96,5.73,40.14,1.34,0.79,2.99,176.37,54.74,37.3,445.34,28.81,81.45,0.76,2.0,1.0,0.0
58.29,5.82,46.33,2.65,1.72,2.61,124.73,65.58,59.2,486.84,18.92,87.54,0.9,0.0,0.0,1.0
75.4,6.98,53.54,1.0,1.77,2.66,69.11,62.12,58.7,399.28,12.35,73.97,1.36,1.0,1.0,0.0
49.82,5.98,49.68,1.97,0.89,2.9,67.3,54.12,50.5,102.25,15.17,46.91,2.01,1.0,0.0,1.0
44.82,8.43,59.57,1.66,0.99,1.3,73.89,55.15,35.56,153.88,22.73,52.83,2.02,1.0,0.0,1.0
37.17,5.98,57.48,3.91,0.85,2.0,162.65,66.34,36.18,130.51,24.19,49.93,1.48,1.0,0.0,1.0
37.57,6.96,47.18,3.18,1.86,2.16,156.63,54.18,42.38,140.49,7.7,48.77,1.58,1.0,1.0,0.0
51.64,6.59,40.91,2.05,1.25,1.66,80.57,56.68,30.96,253.21,6.24,69.87,1.47,2.0,1.0,0.0
59.78,7.42,56.91,1.28,1.48,2.68,177.04,63.29,40.21,235.4,20.53,67.06,1.09,0.0,0.0,0.0
34.03,5.89,58.22,2.55,1.12,2.52,92.19,61.22,56.85,145.47,15.57,53.73,1.75,2.0,0.0,1.0
76.98,6.79,56.41,1.64,1.45,2.44,168.95,59.22,63.88,452.89,14.18,90.99,0.88,2.0,0.0,0.0
67.76,6.32,42.56,2.61,1.08,2.99,123.32,67.99,39.96,346.17,15.08,79.09,1.01,2.0,0.0,0.0
59.33,8.16,59.96,3.51,1.01,1.52,159.73,54.39,35.21,418.59,23.33,80.64,1.17,0.0,1.0,0.0
71.42,5.62,45.17,2.85,1.45,2.47,107.21,64.83,63.97,248.62,13.78,66.83,1.47,2.0,1.0,0.0
34.01,8.24,54.48,2.9,1.39,2.1,102.07,53.18,66.75,264.09,8.0,60.69,1.58,2.0,0.0,0.0
53.84,8.0,58.16,2.62,0.94,1.63,176.2,62.31,43.68,227.05,15.98,61.11,1.16,1.0,0.0,1.0
61.5,6.39,44.71,3.78,0.72,1.32,55.3,67.41,25.29,275.37,8.93,58.81,1.59,0.0,1.0,0.0
71.43,7.87,58.17,3.8,1.05,2.79,196.21,59.16,57.36,344.15,21.93,72.92,1.0,1.0,0.0,1.0
69.17,5.59,46.19,2.54,1.12,2.19,147.23,64.49,61.63,297.19,25.37,70.44,1.15,1.0,0.0,1.0
43.85,8.4,59.53,1.92,1.44,2.65,114.87,66.41,24.87,435.17,20.52,77.39,0.98,2.0,0.0,0.0
77.04,7.08,45.63,2.38,1.87,2.09,144.21,52.72,52.56,460.06,17.25,84.63,0.9,1.0,0.0,0.0
36.22,6.41,59.07,1.56,0.55,1.44,68.41,64.12,52.24,287.87,22.54,62.56,1.64,2.0,0.0,0.0
73.76,6.59,41.07,2.91,0.87,1.68,127.11,68.4,42.18,195.9,20.28,49.28,1.51,1.0,0.0,0.0
78.55,5.7,54.19,2.5,0.79,1.76,197.76,61.53,59.99,478.08,14.49,93.92,0.6,0.0,1.0,0.0
38.86,8.47,50.64,1.31,1.25,2.95,85.29,53.72,44.55,394.02,15.99,86.81,1.32,0.0,1.0,0.0
66.1,5.62,49.56,1.59,1.14,1.01,158.34,52.54,56.49,356.05,20.47,77.42,1.12,1.0,0.0,0.0
32.01,7.46,44.47,2.44,1.59,2.97,115.25,55.19,48.82,398.17,10.06,74.1,1.13,2.0,1.0,0.0
50.27,6.83,54.11,3.66,0.86,2.96,147.87,52.07,35.93,130.39,10.29,55.17,1.44,2.0,0.0,0.0
55.81,8.35,43.82,2.7,1.39,2.99,80.73,60.27,53.11,127.05,12.26,63.68,1.91,2.0,0.0,1.0
59.03,6.24,51.06,3.04,1.83,1.95,120.57,51.39,59.37,161.25,23.08,64.07,1.33,1.0,0.0,1.0
76.8,7.1,45.06,2.02,1.87,2.93,197.01,54.47,70.75,158.98,15.64,66.78,1.26,2.0,0.0,1.0
63.61,6.95,59.11,2.71,1.94,1.79,79.29,58.8,42.25,268.27,16.78,59.44,1.72,1.0,0.0,0.0
54.06,7.61,40.57,2.34,1.66,1.05,145.47,59.48,27.09,162.96,18.4,48.9,1.52,0.0,0.0,1.0
70.48,5.7,43.99,2.98,1.86,1.45,136.34,61.31,71.42,441.81,17.37,94.5,0.78,2.0,1.0,0.0
77.53,6.08,44.85,1.15,0.85,2.89,134.76,64.11,53.94,331.24,10.53,67.87,1.31,1.0,0.0,1.0
31.1,6.14,48.28,2.48,0.8,1.03,142.27,50.94,69.43,247.3,14.54,65.85,1.24,2.0,0.0,1.0
79.13,7.71,44.65,1.89,0.51,2.09,125.34,51.61,28.98,127.85,9.23,49.53,1.64,1.0,0.0,1.0
34.31,6.07,49.83,1.98,1.56,1.15,52.54,51.22,40.42,336.41,16.67,74.41,1.69,2.0,1.0,0.0
70.72,7.22,57.45,3.88,1.91,1.57,185.01,58.46,30.43,146.61,22.1,49.37,1.22,0.0,0.0,0.0
44.02,6.15,54.24,1.55,0.78,1.18,174.05,50.84,64.1,397.29,4.79,82.6,0.85,1.0,1.0,0.0
36.61,8.08,51.6,1.93,1.46,2.72,76.13,64.92,66.26,421.1,11.6,86.19,1.15,1.0,0.0,0.0
51.99,8.33,41.78,2.53,1.62,2.18,111.99,54.46,48.06,317.59,22.27,70.24,1.29,0.0,0.0,0.0
62.2,7.06,53.88,3.59,1.89,2.8,165.58,68.78,32.96,159.84,16.27,50.06,1.24,0.0,0.0,1.0
49.05,6.56,43.33,2.25,1.47,2.38,197.01,59.73,30.1,414.75,22.6,76.89,0.73,2.0,0.0,0.0
32.73,6.2,55.73,3.23,1.96,2.94,192.67,58.93,52.23,223.13,12.08,60.05,0.95,1.0,1.0,0.0
59.97,5.65,45.0,3.57,1.02,2.02,184.9,65.61,48.31,189.06,12.33,63.03,1.19,1.0,1.0,0.0
75.12,6.31,48.34,1.93,1.02,2.28,73.76,64.26,57.35,288.22,16.66,71.82,1.5,2.0,0.0,0.0
49.16,7.46,47.01,2.18,1.31,2.15,187.17,62.15,38.65,469.06,13.73,84.27,0.55,2.0,0.0,1.0
40.82,7.1,57.18,2.07,1.08,1.97,181.77,68.7,43.31,218.95,24.6,59.36,1.26,1.0,0.0,1.0
52.13,8.33,42.53,3.5,0.5,2.69,106.54,58.45,25.03,462.23,13.6,86.44,0.94,0.0,1.0,0.0
32.42,6.69,51.31,1.13,1.6,2.29,109.18,66.17,53.29,121.46,19.96,50.96,1.66,2.0,0.0,1.0
71.02,7.58,42.84,1.93,1.63,2.6,118.99,57.6,44.31,133.41,8.65,55.83,1.66,1.0,0.0,0.0
71.32,6.97,54.1,3.04,1.62,2.57,148.43,66.77,68.15,379.42,19.09,87.5,1.06,2.0,0.0,0.0
59.4,7.04,58.1,2.7,1.02,1.38,89.13,55.19,54.81,176.24,16.99,61.05,1.52,0.0,1.0,0.0
47.66,6.3,48.69,2.31,1.28,2.3,53.44,55.79,43.14,226.65,10.81,53.23,1.76,1.0,0.0,0.0
69.99,6.86,49.76,2.62,1.04,1.4,71.18,63.56,36.65,154.55,18.37,50.67,1.91,1.0,1.0,0.0
57.73,6.91,58.55,1.59,0.52,2.17,116.02,54.25,67.45,232.9,25.26,62.51,1.62,1.0,0.0,0.0
71.3,7.62,50.42,2.29,1.34,2.35,92.3,54.58,24.78,212.18,13.39,50.2,1.62,0.0,1.0,0.0
61.57,8.32,49.75,2.51,0.69,2.99,164.68,56.11,39.69,394.54,18.33,82.85,0.75,2.0,0.0,1.0
69.22,6.49,51.57,3.7,0.62,1.06,66.0,63.58,69.29,380.81,15.64,83.83,1.41,0.0,0.0,0.0
59.93,5.63,53.78,1.78,1.63,1.18,187.62,67.79,55.39,481.97,17.71,76.45,0.55,0.0,0.0,0.0
50.71,6.99,42.14,3.6,0.51,1.15,184.3,63.49,49.57,389.77,18.11,78.83,0.83,0.0,1.0,0.0
77.9,7.13,56.42,2.93,1.94,1.8,186.31,66.56,33.77,377.93,25.62,71.23,1.0,1.0,1.0,0.0
57.06,6.01,48.71,1.06,1.27,2.64,160.94,60.87,64.0,377.68,21.82,85.2,0.82,0.0,0.0,0.0
60.25,7.78,41.45,3.17,1.97,2.69,66.05,51.38,33.8,453.19,10.31,78.77,1.37,1.0,1.0,0.0
41.02,8.45,55.72,1.11,0.59,2.47,115.72,52.01,35.92,218.49,10.82,60.62,1.57,1.0,0.0,0.0
61.28,8.34,47.54,3.99,1.38,2.79,69.71,61.09,33.21,220.04,5.93,60.17,1.78,2.0,0.0,1.0
58.58,6.09,42.01,3.62,1.02,1.65,198.15,56.56,31.59,396.49,17.22,71.86,0.74,2.0,1.0,0.0
39.24,8.13,52.68,1.89,1.77,1.18,99.96,54.41,69.76,191.48,14.22,58.06,1.82,0.0,0.0,0.0
32.98,7.61,57.6,1.77,1.04,1.12,137.8,59.33,52.9,464.81,23.48,97.2,1.01,1.0,0.0,1.0
60.22,6.86,57.76,2.14,0.89,2.7,166.91,63.33,54.62,313.91,13.36,74.27,0.98,1.0,0.0,1.0
68.18,7.12,59.15,2.07,1.79,2.46,188.09,57.7,69.81,220.05,21.31,66.22,1.12,2.0,0.0,0.0
56.17,8.05,57.35,2.12,1.06,2.4,163.33,66.05,35.07,410.44,9.54,84.11,0.75,1.0,1.0,0.0
41.34,6.94,40.04,1.95,0.53,1.68,151.18,64.77,24.28,224.93,15.46,66.14,1.43,0.0,0.0,0.0
63.33,6.62,47.6,2.86,1.09,1.76,119.9,64.7,52.75,485.31,17.49,96.59,0.93,1.0,0.0,1.0
34.01,6.98,56.37,1.49,1.48,2.92,140.81,69.7,48.38,493.2,12.59,82.12,0.62,0.0,0.0,0.0
52.09,7.24,47.33,3.54,0.88,1.13,64.12,55.9,46.93,366.72,16.42,76.22,1.2,2.0,1.0,0.0
38.17,6.07,52.03,3.44,1.15,2.55,182.59,62.89,26.97,145.45,27.52,48.55,1.24,2.0,0.0,1.0
39.22,8.2,52.13,2.43,0.59,1.62,131.57,67.11,45.81,205.28,20.11,69.17,1.35,1.0,0.0,0.0
40.11,7.52,47.3,3.56,1.38,1.08,56.02,61.59,37.8,306.17,30.32,71.74,1.56,1.0,1.0,0.0
49.34,7.4,58.09,1.74,1.63,2.49,187.99,65.79,37.18,440.58,19.42,75.02,0.66,2.0,0.0,1.0
32.56,5.8,50.06,1.05,1.12,1.66,123.4,58.29,34.67,173.95,18.71,45.12,1.66,0.0,1.0,0.0
49.89,7.31,49.3,2.86,1.13,2.44,180.29,61.81,39.96,141.76,13.81,60.28,1.46,0.0,0.0,1.0
55.59,5.86,59.95,2.37,0.63,2.42,178.53,51.11,40.95,129.79,20.39,51.11,1.57,0.0,0.0,0.0
54.16,5.74,49.87,2.7,0.8,2.07,172.36,69.72,38.82,302.79,11.31,67.85,1.2,2.0,1.0,0.0
49.14,7.08,43.57,3.7,0.73,2.55,59.21,66.0,70.98,453.88,19.08,87.87,1.36,2.0,0.0,1.0
71.96,6.71,50.26,3.91,1.22,2.16,87.06,67.38,68.77,116.94,12.64,51.29,1.69,2.0,1.0,0.0
37.27,7.27,56.28,2.9,1.29,1.57,181.33,63.89,51.58,184.93,26.53,59.0,1.3,1.0,1.0,0.0
55.28,5.77,55.54,3.29,1.92,2.47,184.85,53.72,71.09,377.3,11.6,85.98,0.66,2.0,0.0,0.0
33.1,6.79,55.77,1.25,0.61,2.18,118.71,50.62,71.58,430.35,16.03,87.21,1.08,0.0,1.0,0.0
33.56,6.02,54.16,1.48,1.4,1.03,116.01,67.29,41.09,422.96,15.87,85.75,0.93,0.0,0.0,1.0
58.69,8.46,45.08,3.2,1.29,2.8,76.27,57.93,45.37,414.03,9.45,83.92,1.48,2.0,0.0,1.0
58.3,7.18,57.24,2.29,1.27,2.09,195.26,55.28,70.03,151.92,19.59,63.71,1.26,2.0,0.0,1.0
73.9,7.56,57.87,2.34,1.81,2.74,81.97,61.23,53.21,258.9,16.09,67.45,1.55,0.0,0.0,1.0
57.89,6.48,43.88,1.93,0.81,2.77,78.64,58.42,34.22,493.9,21.28,85.42,1.07,2.0,0.0,0.0
77.99,5.78,42.61,2.82,0.56,1.89,149.11,63.03,57.09,495.56,9.9,85.22,0.76,1.0,1.0,0.0
32.43,8.43,59.51,1.56,1.51,2.02,86.43,59.68,33.88,340.97,20.99,75.8,1.31,2.0,0.0,0.0
34.9,6.36,57.37,2.88,1.02,1.83,190.82,63.94,40.29,383.71,18.07,77.71,0.75,0.0,1.0,0.0
32.2,6.77,57.86,1.52,0.53,1.9,51.64,67.07,34.92,480.51,17.09,83.76,1.08,0.0,1.0,0.0
39.26,7.45,57.73,1.19,0.88,2.79,50.86,53.91,35.76,279.97,18.69,59.47,1.59,2.0,1.0,0.0
57.06,5.57,50.83,1.99,0.96,2.58,125.73,56.59,24.22,154.75,19.93,56.66,1.45,0.0,0.0,0.0
62.28,7.93,52.93,1.69,1.43,1.25,123.21,58.74,66.27,367.58,7.4,79.94,1.2,2.0,1.0,0.0
32.28,7.11,50.91,3.67,0.76,2.22,74.5,69.24,38.21,484.04,16.95,95.46,1.16,0.0,0.0,0.0
77.3,6.33,41.02,1.16,1.12,2.99,124.18,57.31,28.15,378.88,9.2,63.16,1.21,0.0,0.0,1.0
72.11,5.68,54.91,1.53,1.22,2.19,111.75,57.62,28.18,421.33,13.74,79.33,1.06,0.0,0.0,1.0
44.83,5.99,50.11,2.65,1.19,2.57,183.55,63.07,50.69,269.1,17.63,60.26,1.06,2.0,1.0,0.0
33.86,8.19,52.95,2.44,1.96,2.54,51.39,58.38,71.66,138.59,22.8,54.53,1.76,2.0,0.0,0.0
38.49,7.56,50.05,1.14,0.57,1.7,196.44,69.02,30.96,167.55,23.52,51.56,1.27,2.0,0.0,1.0
36.35,6.25,49.84,1.02,1.93,1.74,143.66,67.89,28.78,493.06,13.02,88.18,0.92,1.0,0.0,0.0
36.16,5.7,43.44,3.96,1.37,2.45,72.78,60.27,45.04,297.27,0.46,70.1,1.61,1.0,0.0,0.0
55.93,7.57,45.57,2.98,1.69,2.0,57.01,62.9,51.04,104.81,15.43,47.95,1.92,1.0,1.0,0.0
42.29,7.22,43.18,2.1,1.15,2.14,130.72,51.16,38.13,482.15,5.0,82.5,0.94,0.0,0.0,1.0
47.91,6.71,43.91,2.41,1.18,2.43,85.23,63.91,38.52,299.11,16.63,59.04,1.49,0.0,1.0,0.0
79.48,6.59,59.46,1.8,1.82,2.56,95.17,64.14,44.37,434.51,14.59,79.27,0.96,2.0,1.0,0.0
64.22,6.15,43.06,2.03,1.84,1.54,86.77,57.18,39.08,319.38,15.78,66.03,1.55,0.0,0.0,1.0
77.45,7.51,45.39,2.95,0.86,1.29,147.53,54.39,67.94,140.68,10.53,63.61,1.37,1.0,0.0,1.0
37.13,8.41,51.81,3.65,0.8,1.58,133.03,68.3,26.01,346.23,11.1,67.84,1.2,1.0,0.0,0.0
49.11,6.03,52.2,1.55,1.24,2.02,61.7,58.53,35.26,498.96,10.93,85.0,1.2,2.0,0.0,1.0
57.74,7.29,43.08,3.52,1.85,1.68,128.98,63.07,62.81,113.9,16.48,55.0,1.76,0.0,0.0,0.0
33.84,6.77,55.87,1.36,0.98,2.14,168.68,50.67,64.03,436.72,11.1,93.31,0.7,0.0,0.0,0.0
30.21,6.84,55.7,1.64,1.48,1.11,62.18,58.28,29.35,194.19,20.34,62.02,1.75,1.0,0.0,0.0
63.52,6.26,44.75,1.11,1.56,2.02,183.46,66.35,70.74,257.55,23.3,81.86,1.14,2.0,0.0,1.0
62.09,7.98,45.77,1.42,1.67,1.74,136.75,57.75,57.28,249.08,23.11,59.36,1.26,1.0,1.0,0.0
50.54,6.96,58.76,3.75,1.35,2.07,192.59,62.06,37.08,459.52,11.26,84.19,0.76,0.0,0.0,0.0
54.48,7.13,56.51,2.38,1.1,1.85,72.22,54.2,45.89,301.79,11.35,68.84,1.46,1.0,1.0,0.0
50.77,6.41,53.96,1.23,1.95,1.57,199.03,58.33,38.26,278.87,19.63,56.42,1.01,1.0,1.0,0.0
31.2,6.05,41.64,3.88,1.42,2.81,146.64,68.55,31.2,427.21,8.9,73.13,0.91,0.0,0.0,1.0
46.77,5.76,48.37,3.64,1.59,1.37,135.12,61.33,37.98,119.56,19.1,54.1,1.52,0.0,1.0,0.0
38.85,7.64,51.19,3.26,1.02,2.36,127.29,68.04,51.84,134.58,8.24,56.46,1.73,0.0,1.0,0.0
34.92,6.09,43.75,3.8,1.5,2.85,53.55,68.04,63.65,108.68,14.47,56.19,1.91,1.0,0.0,1.0
77.84,7.57,48.96,1.66,0.89,2.08,190.95,68.88,41.45,375.19,20.41,78.05,0.85,1.0,0.0,0.0
59.97,6.67,52.02,3.51,0.87,2.75,146.6,67.91,40.7,310.25,9.38,60.74,0.9,1.0,1.0,0.0
66.43,6.75,46.55,3.07,1.57,1.25,63.74,50.07,46.46,450.41,14.68,78.84,1.31,2.0,0.0,1.0
45.77,6.91,55.62,3.61,1.28,1.99,53.14,68.68,54.94,299.41,17.52,68.25,1.76,2.0,1.0,0.0
49.66,6.6,56.81,3.39,1.52,1.91,57.62,52.75,60.08,188.73,21.54,65.04,1.82,0.0,1.0,0.0
41.85,5.8,46.47,2.04,0.9,1.02,141.41,50.8,39.69,422.06,11.51,80.8,0.97,2.0,0.0,0.0
34.85,6.43,56.77,3.32,1.4,1.89,142.1,51.11,52.14,217.73,11.36,66.72,1.52,0.0,1.0,0.0
38.95,7.49,42.07,1.79,1.17,1.74,124.95,56.98,42.69,474.28,1.0,95.74,1.03,1.0,0.0,1.0
69.88,7.5,56.75,1.99,1.4,2.34,96.01,62.42,58.39,200.17,24.83,53.75,1.4,0.0,1.0,0.0
63.88,6.36,43.06,1.32,0.94,2.88,129.76,58.05,31.9,167.09,18.11,52.49,1.46,1.0,0.0,0.0
57.35,6.88,41.66,3.81,1.57,1.17,127.45,50.51,36.33,297.33,13.88,66.42,1.24,0.0,0.0,0.0
53.75,6.08,52.84,1.87,1.71,1.65,52.91,59.53,44.45,120.21,16.68,46.77,2.03,2.0,0.0,1.0
76.12,6.13,49.44,2.56,0.89,1.89,92.37,58.84,66.69,114.56,18.11,57.0,1.8,1.0,0.0,0.0
33.64,5.57,58.16,2.17,0.95,1.91,57.98,65.14,51.52,298.41,23.33,84.42,1.56,1.0,1.0,0.0
44.03,8.19,47.26,3.88,1.49,2.55,185.02,55.59,70.34,186.04,5.84,57.93,1.14,1.0,0.0,0.0
47.5,6.13,45.74,2.01,1.54,1.89,158.78,54.35,28.96,103.74,6.0,49.18,1.35,2.0,0.0,1.0
69.12,6.18,50.01,3.34,1.56,1.05,199.42,55.12,46.09,218.42,6.78,55.83,0.97,2.0,0.0,0.0
79.63,6.34,49.12,3.57,1.52,2.42,95.33,56.07,44.12,290.95,14.61,58.89,1.53,2.0,0.0,0.0
42.03,5.88,46.89,2.31,1.09,2.77,181.77,61.98,52.81,257.72,16.28,63.27,0.97,1.0,0.0,0.0
73.72,7.42,53.87,2.13,1.09,2.03,140.46,59.43,62.97,154.19,22.35,59.38,1.41,0.0,0.0,1.0
71.53,5.73,55.19,3.24,0.88,2.16,117.97,56.74,64.39,331.87,3.37,78.06,1.1,0.0,0.0,0.0
41.23,5.9,57.06,3.74,0.74,1.33,83.39,57.49,56.17,384.13,11.75,88.53,1.35,2.0,0.0,0.0
49.97,7.43,59.46,3.26,1.54,1.44,160.76,57.42,54.79,370.22,19.91,79.37,1.05,0.0,1.0,0.0
50.48,6.52,45.33,1.68,0.64,1.47,185.62,69.45,69.55,257.5,15.73,69.73,1.17,1.0,0.0,1.0
78.91,7.62,54.32,3.66,1.91,1.86,85.3,54.66,42.42,155.04,16.92,58.15,1.72,1.0,0.0,0.0
39.04,7.17,47.89,2.16,1.74,2.86,76.31,66.36,63.97,299.79,10.1,74.01,1.51,2.0,0.0,1.0
69.96,6.27,53.54,2.73,1.79,2.04,154.43,64.16,68.23,456.17,13.99,89.14,0.82,2.0,0.0,0.0
46.71,7.45,49.52,3.49,1.86,1.38,196.55,50.11,47.59,287.49,15.72,67.37,0.9,0.0,0.0,0.0
66.54,5.85,59.88,1.57,1.11,1.53,162.49,69.86,59.0,178.27,10.3,62.81,1.36,0.0,0.0,0.0
51.0,7.11,54.58,3.35,1.77,1.77,92.69,65.13,42.1,137.22,13.61,54.78,1.88,0.0,1.0,0.0
58.92,6.81,59.05,2.79,0.74,2.25,112.99,63.65,31.63,477.57,12.05,82.76,1.08,2.0,1.0,0.0
71.63,6.3,56.7,3.68,0.53,1.88,107.65,58.11,52.15,397.2,20.88,87.36,1.15,2.0,1.0,0.0
70.21,7.31,58.06,1.52,1.68,1.78,177.81,61.1,33.43,225.19,13.92,63.42,1.11,2.0,0.0,1.0
73.32,8.11,56.29,2.26,0.61,2.13,165.71,55.07,45.96,218.14,11.44,65.82,1.12,1.0,0.0,1.0
32.98,8.5,49.18,3.5,1.98,1.48,138.35,50.71,65.9,458.09,13.73,84.42,0.72,0.0,1.0,0.0
64.6,7.32,45.04,1.06,1.51,1.16,91.24,66.72,28.13,171.03,18.06,50.16,1.76,2.0,0.0,1.0
37.0,6.71,47.41,1.34,1.63,1.05,190.7,67.93,25.46,314.01,15.02,74.08,0.92,2.0,0.0,0.0
50.79,6.18,40.4,3.97,0.87,1.5,148.0,53.25,53.11,385.4,19.1,84.36,0.99,2.0,0.0,0.0
57.43,6.27,50.48,1.84,1.51,1.18,195.57,65.74,39.89,258.56,20.93,56.76,1.25,0.0,0.0,0.0
50.14,6.94,50.1,3.93,0.56,1.67,137.02,64.82,44.06,115.96,12.69,52.08,1.74,0.0,1.0,0.0
55.98,6.6,50.51,1.55,1.76,2.55,173.18,53.57,43.47,191.1,17.03,62.59,1.26,1.0,0.0,1.0
79.83,8.24,59.48,2.08,0.75,2.43,171.97,58.44,28.16,460.72,24.46,76.57,0.74,1.0,1.0,0.0
36.76,6.6,58.23,3.26,1.55,2.22,100.6,58.46,24.17,309.25,16.56,70.81,1.27,1.0,0.0,1.0
63.77,6.62,43.23,2.97,0.84,2.71,194.6,65.2,67.12,426.18,15.58,86.3,0.74,1.0,0.0,0.0
49.8,6.65,47.38,2.74,0.6,1.56,53.29,66.75,34.45,322.27,10.77,76.65,1.61,2.0,1.0,0.0
36.65,8.01,48.48,2.59,1.22,2.77,165.31,51.9,44.45,477.44,14.81,86.0,0.63,1.0,0.0,1.0
37.94,7.45,47.21,3.53,0.75,1.8,194.83,61.26,70.65,463.65,14.27,83.27,0.62,2.0,0.0,1.0
77.46,7.34,55.97,1.7,1.59,1.8,100.84,65.23,63.68,293.16,20.99,74.69,1.51,2.0,0.0,0.0
73.98,6.5,50.48,2.33,0.86,1.81,147.22,65.72,29.18,227.31,14.33,52.95,1.52,0.0,1.0,0.0
75.35,7.95,51.44,1.47,1.01,1.2,134.33,52.96,48.41,340.67,17.33,70.89,1.0,2.0,1.0,0.0
79.58,5.62,57.06,2.79,1.35,2.95,164.23,60.51,59.04,369.96,20.52,69.72,0.82,0.0,1.0,0.0
40.42,8.11,56.12,1.75,0.93,1.28,179.93,67.15,57.52,299.34,13.8,67.4,0.99,1.0,0.0,0.0
47.77,7.04,42.64,2.0,1.07,1.68,140.46,56.37,60.52,428.91,11.82,91.71,0.96,1.0,1.0,0.0
63.46,6.69,54.28,2.41,1.72,1.64,172.39,58.5,45.96,173.33,19.88,57.26,1.46,0.0,0.0,0.0
54.19,6.99,48.71,1.08,0.77,1.15,96.84,66.09,32.44,233.76,24.45,58.7,1.67,0.0,0.0,0.0
50.92,7.5,45.89,1.28,0.62,1.3,84.29,51.79,46.31,374.55,8.16,72.34,1.12,1.0,0.0,0.0
47.89,5.54,41.0,3.06,0.99,1.09,114.6,67.19,55.1,198.67,16.11,61.92,1.49,2.0,0.0,1.0
59.69,8.11,49.74,2.29,1.14,1.58,151.66,56.22,53.21,275.94,22.11,67.13,1.04,2.0,1.0,0.0
58.78,6.84,47.11,3.59,1.31,2.73,78.09,50.03,27.39,485.49,16.22,95.97,1.01,0.0,1.0,0.0
38.07,6.53,45.03,3.08,1.06,1.68,152.05,54.68,27.12,350.35,10.3,70.57,1.1,2.0,0.0,0.0
53.59,5.91,53.89,1.02,1.68,1.25,109.11,51.79,70.33,479.62,16.74,94.3,1.01,2.0,0.0,0.0
57.67,6.82,55.39,2.85,0.56,2.29,169.34,51.85,31.29,388.98,13.03,71.98,1.04,1.0,1.0,0.0
58.51,6.99,44.9,1.28,1.15,2.99,55.53,63.86,38.13,389.87,11.98,76.53,1.3,0.0,0.0,0.0
40.51,6.71,40.99,3.34,1.07,1.46,150.2,54.28,60.85,336.74,15.57,78.16,1.07,1.0,1.0,0.0
67.11,7.54,56.98,3.97,1.47,1.56,147.47,68.69,43.66,156.88,18.39,49.81,1.39,2.0,0.0,1.0
31.26,6.76,40.2,2.59,1.95,2.94,191.14,60.33,32.71,307.89,14.62,70.3,1.09,2.0,0.0,0.0
47.74,8.38,58.74,3.05,1.27,1.36,157.01,59.2,46.43,201.07,13.07,60.04,1.22,1.0,1.0,0.0
69.01,7.3,52.55,1.71,1.98,2.02,169.45,58.69,51.31,499.47,13.92,78.83,0.68,2.0,0.0,0.0
